CustomerID,Recency,Frequency,Monetary,TotalItems,AverageOrderValue,Tenure
13741.0,93,2,363.13,143,181.565,33
13742.0,71,10,2648.7200000000003,971,264.872,157
13743.0,17,5,912.12,1212,182.424,151
13744.0,4,2,1156.36,1249,578.18,197
13745.0,71,2,777.36,1146,388.68,383
13746.0,323,1,176.69,83,176.69,0
13747.0,283,2,249.4,68,124.7,51
13748.0,5,9,2268.35,1108,252.0388888888889,642
13750.0,49,10,3271.55,1285,327.15500000000003,476
13751.0,197,1,296.25,152,296.25,0
13752.0,33,7,1590.73,1007,227.24714285714285,403
13753.0,197,4,2094.57,1450,523.6425,449
13754.0,61,3,447.05,315,149.01666666666668,285
13756.0,2,17,6990.31,4096,411.194705882353,630
13757.0,584,1,195.55,54,195.55,0
13758.0,110,13,8577.95,4717,659.8423076923077,537
13760.0,165,4,1211.94,522,302.985,336
13761.0,89,5,1373.23,661,274.646,476
13762.0,128,5,2472.48,2608,494.496,479
13763.0,326,2,3502.48,2496,1751.24,17
13764.0,53,5,2377.13,1757,475.426,498
13765.0,562,1,352.821,297,352.821,0
13766.0,404,1,190.35,137,190.35,0
13767.0,18,64,27996.54,11846,437.4459375,629
13768.0,636,2,875.97,373,437.985,4
13769.0,1,18,5180.53,2267,287.8072222222222,631
13770.0,331,4,785.37,468,196.3425,308
13771.0,108,7,4559.22,2488,651.3171428571429,453
13772.0,6,7,2668.31,1219,381.1871428571429,557
13773.0,306,2,301.54,174,150.77,263
13775.0,500,1,1049.66,455,1049.66,0
13776.0,337,2,623.98,2,311.99,0
13777.0,38,52,42861.5,19804,824.2596153846154,608
13778.0,12,4,1124.49,511,281.1225,462
13779.0,425,1,161.13,53,161.13,0
13780.0,80,2,492.09,336,246.045,236
13781.0,160,3,778.83,300,259.61,470
13782.0,34,10,1369.65,464,136.965,608
13783.0,397,4,1542.09,3437,385.5225,185
13784.0,4,12,2571.59,2599,214.29916666666668,356
13785.0,338,4,542.49,151,135.6225,31
13786.0,276,6,3358.94,1652,559.8233333333334,368
13787.0,273,5,1019.86,717,203.972,330
13788.0,414,1,3.75,1,3.75,0
13789.0,297,1,239.46,258,239.46,0
13791.0,37,2,1516.0,1200,758.0,40
13792.0,196,2,263.0,92,131.5,135
13793.0,556,1,96.0,52,96.0,0
13794.0,456,1,126.03,63,126.03,0
13795.0,297,4,836.3,1250,209.075,249
13796.0,408,1,289.7,218,289.7,0
13797.0,346,3,1179.45,573,393.15,210
13798.0,2,95,67844.16,42703,714.149052631579,637
13799.0,26,9,2803.57,1539,311.5077777777778,527
13800.0,219,3,1679.56,891,559.8533333333334,427
13802.0,48,19,26259.11,14129,1382.0584210526315,523
13803.0,164,3,1338.91,831,446.3033333333333,363
13804.0,6,6,2116.14,1270,352.69,340
13805.0,38,1,500.24,728,500.24,0
13807.0,276,3,534.8,152,178.26666666666665,368
13808.0,3,2,723.1,324,361.55,3
13809.0,214,3,679.7,281,226.5666666666667,155
13811.0,93,3,814.5,68,271.5,55
13812.0,14,1,278.74,191,278.74,0
13813.0,44,5,1783.75,917,356.75,599
13814.0,1,3,2257.32,1214,752.44,434
13815.0,81,6,6426.13,4786,1071.0216666666668,493
13817.0,261,1,128.7,63,128.7,0
13818.0,339,1,61.28,60,61.28,0
13819.0,211,6,2642.35,2309,440.39166666666665,436
13820.0,327,3,660.65,287,220.21666666666667,262
13821.0,54,6,1410.73,483,235.12166666666667,559
13823.0,1,6,3096.21,1450,516.035,632
13824.0,45,11,3045.66,1334,276.8781818181818,501
13825.0,531,2,255.59,182,127.795,108
13826.0,85,1,189.5,82,189.5,0
13827.0,43,2,300.76,95,150.38,9
13829.0,330,1,102.0,12,102.0,0
13830.0,491,1,156.85000000000002,47,156.85000000000002,0
13831.0,48,16,6275.98,2329,392.24875,590
13832.0,331,1,561.49,394,561.49,0
13833.0,68,2,701.36,244,350.68,244
13834.0,486,2,324.19,221,162.095,92
13835.0,64,5,798.04,369,159.608,490
13836.0,308,2,620.37,273,310.185,15
13837.0,121,2,271.24,183,135.62,105
13838.0,27,9,1753.95,700,194.88333333333333,461
13839.0,395,1,139.95000000000002,25,139.95000000000002,0
13840.0,325,1,651.4,358,651.4,0
13841.0,162,1,85.0,100,85.0,0
13842.0,65,16,4409.56,2004,275.5975,505
13843.0,290,1,319.75,145,319.75,0
13846.0,151,3,1106.66,662,368.8866666666667,157
13847.0,629,1,310.72,96,310.72,0
13848.0,1,8,3335.0,10200,416.875,637
13849.0,80,4,2524.93,1199,631.2325,453
13850.0,38,1,1595.48,944,1595.48,0
13851.0,5,8,4606.46,2525,575.8075,584
13852.0,520,1,187.35,85,187.35,0
13854.0,1,34,10613.6,3226,312.16470588235296,608
13855.0,410,4,1310.34,575,327.58500000000004,230
13856.0,78,11,1142.03,1105,103.82090909090908,450
13857.0,302,6,1001.01,782,166.835,177
13859.0,235,2,515.86,167,257.93,203
13861.0,338,2,273.26,225,136.63,101
13862.0,17,7,2128.03,1516,304.00428571428574,281
13863.0,157,4,1239.55,553,309.8875,345
13864.0,296,1,662.4000000000001,192,662.4000000000001,0
13865.0,46,3,383.34,154,127.78000000000002,152
13867.0,127,1,138.85,31,138.85,0
13869.0,32,10,8111.57,4358,811.1569999999999,567
13870.0,11,12,5120.61,3182,426.7175,567
13871.0,1,13,6095.24,2646,468.8646153846154,626
13872.0,436,3,919.57,339,306.52333333333337,198
13873.0,29,8,1038.92,472,129.865,526
13874.0,267,7,2049.15,864,292.7357142857143,314
13875.0,43,13,4452.38,2761,342.4907692307692,588
13877.0,379,2,332.44,370,166.22,219
13878.0,457,3,1191.53,484,397.1766666666667,56
13879.0,555,1,395.5,204,395.5,0
13880.0,54,12,2852.65,1599,237.72083333333333,416
13881.0,5,34,37418.26,25570,1100.5370588235294,549
13883.0,128,14,5628.32,3052,402.0228571428571,512
13884.0,186,8,1297.13,562,162.14125,192
13885.0,98,2,506.8,182,253.4,11
13887.0,113,1,349.55,147,349.55,0
13888.0,29,7,2169.05,903,309.86428571428576,455
13889.0,2,6,1991.23,979,331.87166666666667,593
13890.0,16,6,1544.68,832,257.44666666666666,625
13891.0,287,3,863.5600000000001,479,287.8533333333333,203
13892.0,156,3,689.1999999999999,2282,229.7333333333333,329
13893.0,207,1,821.1,190,821.1,0
13894.0,219,1,160.85,105,160.85,0
13895.0,52,4,2352.75,1131,588.1875,593
13896.0,535,1,388.55,149,388.55,0
13897.0,347,2,849.56,620,424.78,238
13898.0,235,2,686.4,544,343.2,85
13899.0,184,1,298.5,122,298.5,0
13900.0,92,6,1610.59,938,268.4316666666667,441
13901.0,17,14,5461.42,3152,390.1014285714286,596
13902.0,541,5,34095.26,220600,6819.052000000001,92
13903.0,309,1,165.45000000000002,103,165.45000000000002,0
13904.0,204,1,201.12,223,201.12,0
13905.0,642,1,312.65,135,312.65,0
13906.0,318,1,42.0,100,42.0,0
13907.0,601,1,136.8,68,136.8,0
13908.0,36,3,1461.61,919,487.2033333333333,149
13909.0,332,2,286.6,302,143.3,98
13911.0,53,19,4091.71,3945,215.35315789473685,503
13912.0,333,1,124.95,29,124.95,0
13913.0,416,1,42.22,10,42.22,0
13915.0,303,1,70.80000000000001,24,70.80000000000001,0
13916.0,373,4,1275.81,673,318.9525,211
13917.0,101,1,65.38,38,65.38,0
13918.0,162,1,198.2,100,198.2,0
13919.0,31,3,1189.02,997,396.34,419
13920.0,341,4,1774.68,1772,443.67,130
13921.0,311,4,730.7,210,182.675,319
13922.0,261,3,865.2,467,288.40000000000003,115
13925.0,2,4,678.25,331,169.5625,42
13927.0,346,1,359.27,249,359.27,0
13928.0,16,2,225.45,87,112.725,26
13929.0,78,11,3494.1,1566,317.6454545454545,525
13930.0,46,1,210.0,210,210.0,0
13931.0,5,11,5257.38,3488,477.9436363636364,640
13932.0,204,1,307.4,72,307.4,0
13933.0,18,2,608.7900000000001,205,304.39500000000004,39
13934.0,173,1,922.1,390,922.1,0
13935.0,506,3,6116.92,2252,2038.9733333333331,55
13936.0,89,3,939.66,661,313.22,234
13937.0,78,2,880.13,587,440.065,233
13939.0,18,6,1382.62,1418,230.43666666666664,503
13940.0,26,2,391.06,240,195.53,27
13941.0,81,13,8840.6,4444,680.0461538461539,551
13942.0,444,1,320.0,1000,320.0,0
13943.0,487,1,246.54,94,246.54,0
13944.0,562,1,200.43,153,200.43,0
13945.0,304,2,854.15,413,427.075,85
13946.0,111,5,1800.63,2667,360.12600000000003,534
13948.0,270,4,548.76,248,137.19,374
13949.0,4,1,537.9,542,537.9,0
13950.0,156,1,179.30999999999997,81,179.30999999999997,0
13951.0,85,3,674.45,459,224.8166666666667,118
13952.0,127,14,12823.521,5947,915.9657857142856,505
13953.0,25,10,5729.36,4548,572.9359999999999,612
13955.0,63,3,545.17,274,181.72333333333333,220
13956.0,47,3,680.27,385,226.75666666666663,133
13957.0,327,3,458.25,157,152.75,240
13958.0,289,8,4709.2300000000005,2264,588.6537500000001,354
13959.0,190,5,815.42,541,163.084,230
13961.0,301,1,538.4,226,538.4,0
13962.0,155,2,310.85,103,155.425,190
13963.0,217,17,3011.87,2061,177.16882352941175,288
13964.0,296,2,438.9,228,219.45,43
13965.0,386,3,996.61,425,332.2033333333333,226
13966.0,344,1,390.86,772,390.86,0
13967.0,55,2,166.3,66,83.15,250
13968.0,332,1,123.66,174,123.66,0
13969.0,16,28,8223.28,4258,293.68857142857144,517
13970.0,295,2,846.55,469,423.275,51
13971.0,15,12,3895.21,2572,324.60083333333336,576
13972.0,111,1,145.9,42,145.9,0
13973.0,196,1,264.7,109,264.7,0
13974.0,491,1,264.13,107,264.13,0
13975.0,37,10,4330.27,3169,433.027,547
13976.0,116,4,1192.36,452,298.09,461
13977.0,320,1,519.8100000000001,303,519.8100000000001,0
13979.0,302,6,2546.36,1657,424.3933333333334,343
13980.0,348,4,599.78,305,149.945,216
13981.0,325,1,331.14,234,331.14,0
13982.0,72,8,3803.92,2383,475.49,525
13983.0,96,17,6186.08,3767,363.8870588235294,543
13984.0,35,11,1947.42,1389,177.0381818181818,606
13985.0,16,14,5733.77,2871,409.555,560
13987.0,289,2,682.54,492,341.27,21
13988.0,72,5,2533.34,1631,506.668,463
13989.0,148,4,1656.65,1763,414.1625,324
13990.0,122,1,311.3,190,311.3,0
13991.0,52,1,126.35,83,126.35,0
13992.0,289,2,142.7,90,71.35,82
13993.0,10,16,5556.76,1888,347.2975,636
13994.0,15,2,419.56,133,209.78,42
13995.0,25,12,3380.2200000000003,2088,281.685,605
13996.0,295,2,895.76,613,447.88,13
13997.0,428,3,382.31,146,127.43666666666668,31
13998.0,356,3,566.7,204,188.9,129
13999.0,5,26,8469.42,4533,325.74692307692305,638
14000.0,120,5,2046.34,1838,409.268,526
14001.0,142,8,3796.15,1543,474.51875,260
14002.0,43,2,529.73,877,264.865,22
14003.0,642,1,209.41,149,209.41,0
14004.0,7,9,4879.07,2433,542.1188888888888,337
14005.0,43,3,696.56,864,232.18666666666664,81
14006.0,25,7,2196.67,2181,313.81,536
14007.0,422,1,79.48,16,79.48,0
14008.0,341,1,509.04,326,509.04,0
14009.0,107,3,1099.91,951,366.6366666666667,264
14010.0,474,2,445.15,177,222.575,0
14011.0,389,2,457.82,644,228.91,127
14012.0,187,1,328.8,160,328.8,0
14013.0,19,5,1084.57,775,216.914,513
14014.0,285,2,1443.03,928,721.515,200
14016.0,71,11,11403.41,5722,1036.6736363636364,538
14017.0,480,1,229.75,73,229.75,0
14018.0,554,1,367.15,224,367.15,0
14019.0,7,2,800.53,553,400.265,39
14020.0,385,2,606.21,207,303.105,52
14021.0,64,7,1716.58,878,245.22571428571428,437
14022.0,134,2,792.15,681,396.075,261
14023.0,159,1,273.14,162,273.14,0
14024.0,31,3,645.74,238,215.24666666666667,269
14025.0,374,8,4057.9,1914,507.2375,119
14026.0,380,2,713.11,427,356.555,154
14028.0,459,3,10396.5,7170,3465.5,0
14029.0,53,1,165.20000000000002,24,165.20000000000002,0
14030.0,30,18,7559.7,3731,419.98333333333335,607
14031.0,35,38,33339.340000000004,12307,877.351052631579,609
14032.0,78,11,3720.05,3209,338.18636363636364,556
14033.0,464,1,109.44,576,109.44,0
14034.0,66,2,473.91,307,236.955,0
14035.0,16,7,2265.96,1127,323.7085714285714,505
14036.0,194,1,626.65,268,626.65,0
14037.0,85,6,836.95,590,139.49166666666667,556
14038.0,53,4,2595.92,1444,648.98,529
14039.0,485,1,115.08,100,115.08,0
14040.0,3,33,11778.96,4779,356.9381818181819,644
14041.0,175,1,141.41,94,141.41,0
14042.0,634,1,431.98,180,431.98,0
14043.0,400,2,304.25,153,152.125,238
14044.0,12,9,3012.39,2069,334.71,580
14045.0,18,16,11313.03,4587,707.0643749999999,591
14046.0,193,1,154.99,460,154.99,0
14047.0,109,12,3582.34,1478,298.52833333333336,477
14048.0,214,3,748.69,467,249.56333333333336,77
14049.0,68,12,10842.7,6910,903.5583333333334,458
14050.0,15,1,485.98,447,485.98,0
14051.0,1,30,16095.45,4478,536.515,644
14052.0,300,1,255.45,98,255.45,0
14053.0,33,4,572.3,490,143.075,362
14055.0,15,3,1520.96,720,506.9866666666667,616
14056.0,16,17,5382.51,2877,316.61823529411765,177
14057.0,10,18,7002.86,5557,389.04777777777775,635
14058.0,372,2,469.19,211,234.595,67
14059.0,176,1,183.6,128,183.6,0
14060.0,17,25,7481.44,6503,299.2576,530
14061.0,416,3,917.43,133,305.81,230
14062.0,1,22,23940.02,11349,1088.182727272727,637
14063.0,347,9,22710.2,3850,2523.355555555556,293
14064.0,22,14,3076.36,3702,219.74,574
14065.0,298,3,891.02,582,297.00666666666666,42
14066.0,176,1,152.55,45,152.55,0
14067.0,6,1,224.67,216,224.67,0
14068.0,229,4,1528.37,513,382.0925,357
14069.0,424,2,230.06,59,115.03,46
14070.0,594,1,326.55,86,326.55,0
14071.0,169,2,356.81,295,178.405,4
14072.0,576,1,390.85,65,390.85,0
14074.0,532,1,219.4,228,219.4,0
14075.0,170,4,1100.53,1010,275.1325,280
14076.0,38,1,122.47,81,122.47,0
14077.0,91,4,426.06,256,106.515,212
14078.0,11,9,1692.63,618,188.07,519
14079.0,34,2,618.73,302,309.365,557
14080.0,322,4,1070.08,220,267.52,323
14081.0,211,10,5370.1,3712,537.01,426
14082.0,274,2,413.36,246,206.68,27
14083.0,35,9,937.75,635,104.19444444444444,595
14084.0,421,1,150.5,306,150.5,0
14085.0,50,27,8904.62,5577,329.8007407407408,590
14086.0,372,1,39.95,1,39.95,0
14087.0,314,2,651.8,476,325.9,330
14088.0,38,10,39052.88,9685,3905.288,292
14090.0,234,1,76.32000000000001,72,76.32000000000001,0
14091.0,563,2,9530.08,3316,4765.04,44
14092.0,9,20,5897.96,3035,294.898,623
14094.0,349,1,335.22,177,335.22,0
14095.0,632,1,2.95,1,2.95,0
14096.0,0,3,244.68,97,81.56,10
14097.0,390,2,422.86,352,211.43,164
14099.0,29,17,4971.46,3217,292.43882352941176,609
14100.0,47,1,194.9,64,194.9,0
14101.0,52,12,8929.53,10006,744.1275,478
14104.0,64,5,771.5799999999999,509,154.31599999999997,405
14105.0,148,5,5988.83,3534,1197.766,482
14106.0,646,1,214.8,24,214.8,0
14107.0,5,10,4636.01,3302,463.601,634
14108.0,11,3,738.38,488,246.1266666666667,636
14110.0,28,26,10564.42,4914,406.32384615384615,619
14111.0,5,3,295.5,202,98.5,146
14112.0,40,10,4820.26,3036,482.026,523
14113.0,264,13,5685.6900000000005,2796,437.3607692307693,377
14114.0,183,7,1364.09,650,194.87,332
14115.0,411,2,622.6700000000001,509,311.33500000000004,165
14116.0,2,2,628.87,380,314.435,28
14117.0,53,1,90.0,72,90.0,0
14118.0,338,1,458.45,97,458.45,0
14119.0,285,2,183.37,177,91.685,342
14122.0,315,3,362.42,114,120.80666666666669,331
14123.0,642,1,436.18,234,436.18,0
14126.0,353,1,466.33,379,466.33,0
14127.0,32,6,1900.08,828,316.68,302
14128.0,165,2,592.25,519,296.125,295
14129.0,5,7,2193.71,1177,313.38714285714286,483
14130.0,228,4,1882.67,1239,470.6675,408
14131.0,558,1,187.87,118,187.87,0
14132.0,23,5,1552.46,1420,310.492,69
14133.0,39,4,911.14,398,227.785,603
14134.0,292,15,11123.35,5814,741.5566666666667,347
14135.0,14,19,8143.93,8869,428.6278947368421,632
14136.0,310,5,1570.81,1148,314.162,331
14137.0,605,1,332.7,462,332.7,0
14139.0,399,3,670.98,539,223.66,52
14141.0,14,1,285.16,140,285.16,0
14142.0,282,2,983.15,831,491.575,273
14143.0,43,1,115.8,30,115.8,0
14144.0,395,1,30.6,12,30.6,0
14145.0,66,6,6709.05,1475,1118.175,454
14146.0,164,9,7163.03,4154,795.8922222222222,440
14147.0,195,8,2289.6,927,286.2,354
14148.0,143,2,466.29,223,233.145,180
14149.0,130,1,446.62,218,446.62,0
14150.0,269,1,306.18,262,306.18,0
14151.0,582,2,679.45,405,339.725,43
14152.0,143,6,1690.56,1502,281.76,425
14153.0,392,1,233.4,312,233.4,0
14154.0,148,8,6460.7,3222,807.5875,456
14155.0,175,1,118.75,25,118.75,0
14156.0,2,143,295425.08,156940,2065.9096503496503,645
14157.0,194,4,847.07,455,211.7675,360
14159.0,5,16,6004.89,4713,375.305625,640
14160.0,519,7,8421.47,4661,1203.0671428571427,88
14161.0,125,7,3318.88,1623,474.1257142857143,510
14162.0,83,2,289.36,142,144.68,118
14163.0,61,4,1808.1,646,452.025,309
14165.0,185,1,122.54,54,122.54,0
14166.0,414,2,256.85,84,128.425,121
14167.0,74,7,1123.75,306,160.53571428571428,516
14168.0,330,2,370.45,147,185.225,143
14169.0,340,2,624.4300000000001,208,312.21500000000003,13
14170.0,284,3,597.33,290,199.11,19
14171.0,7,2,498.79,211,249.395,632
14172.0,514,3,402.72,88,134.24,37
14173.0,128,3,249.2,84,83.06666666666666,511
14175.0,80,7,5662.57,2120,808.9385714285714,456
14176.0,206,5,916.01,326,183.202,83
14177.0,5,12,1979.34,988,164.945,556
14178.0,7,3,493.36,396,164.45333333333335,84
14180.0,0,30,5829.65,794,194.32166666666663,456
14181.0,320,2,310.55,122,155.275,151
14182.0,353,4,678.77,174,169.6925,152
14183.0,320,2,286.29,61,143.145,69
14185.0,240,1,197.65,6,197.65,0
14186.0,336,5,1550.63,1550,310.12600000000003,217
14187.0,383,1,123.5,50,123.5,0
14188.0,18,4,1383.46,783,345.865,200
14189.0,5,12,4428.2300000000005,3429,369.0191666666667,292
14190.0,575,1,79.9,2,79.9,0
14191.0,17,9,2391.16,1450,265.6844444444444,620
14192.0,297,1,293.74,218,293.74,0
14193.0,179,2,779.34,458,389.67,126
14194.0,15,27,12987.52,7440,481.0192592592593,596
14195.0,111,6,2615.6,2144,435.9333333333333,432
14196.0,16,1,335.52,142,335.52,0
14197.0,320,1,390.05,143,390.05,0
14198.0,54,7,1225.28,500,175.04,558
14199.0,127,4,1091.7,254,272.925,312
14200.0,526,1,379.2,140,379.2,0
14201.0,58,8,967.34,576,120.9175,439
14202.0,290,3,847.76,166,282.58666666666664,243
14203.0,306,1,339.34,80,339.34,0
14204.0,331,3,901.93,410,300.6433333333334,315
14205.0,173,8,2170.4,1264,271.3,378
14206.0,148,3,1185.01,930,395.0033333333333,163
14207.0,597,1,157.8,36,157.8,0
14208.0,4,2,567.05,529,283.525,456
14209.0,30,14,4796.17,1705,342.5835714285714,565
14210.0,15,16,5861.52,2604,366.345,597
14211.0,6,15,3291.12,1926,219.408,633
14212.0,355,1,1119.66,894,1119.66,0
14213.0,314,1,1192.2,244,1192.2,0
14214.0,65,3,899.16,671,299.72,121
14215.0,96,7,2724.88,1516,389.2685714285714,545
14216.0,323,1,310.74,118,310.74,0
14217.0,9,16,2623.41,947,163.963125,427
14219.0,319,2,543.89,285,271.945,83
14220.0,156,4,1515.0,468,378.75,321
14221.0,22,15,5701.7,3163,380.1133333333333,499
14222.0,86,1,683.17,607,683.17,0
14223.0,1,3,991.13,585,330.37666666666667,171
14224.0,19,9,1897.9,863,210.8777777777778,433
14225.0,344,4,2037.02,1168,509.255,261
14226.0,119,3,2479.74,1505,826.5799999999999,230
14227.0,105,12,5417.27,3507,451.4391666666667,473
14228.0,347,3,745.5,260,248.5,108
14229.0,201,6,1808.97,627,301.495,179
14230.0,345,3,979.8,246,326.6,112
14231.0,93,4,1235.62,610,308.90500000000003,267
14232.0,24,4,1573.33,1503,393.3325,149
14233.0,121,6,2400.65,991,400.10833333333335,432
14235.0,67,8,4375.99,2896,546.99875,461
14236.0,281,4,1443.08,540,360.77,133
14237.0,282,2,632.14,276,316.07,217
14238.0,235,3,434.23,189,144.74333333333334,408
14239.0,4,19,3763.21,1539,198.0636842105263,640
14240.0,135,2,584.0,316,292.0,197
14241.0,93,2,333.70000000000005,242,166.85000000000002,512
14242.0,144,2,280.55,123,140.275,91
14243.0,4,15,7148.2300000000005,3497,476.5486666666667,380
14244.0,570,1,366.42,814,366.42,0
14245.0,129,2,1693.45,976,846.725,43
14246.0,20,3,1474.06,804,491.3533333333333,135
14247.0,187,5,772.66,382,154.53199999999998,273
14248.0,227,3,1032.95,692,344.31666666666666,197
14249.0,320,12,5625.461,2487,468.7884166666667,268
14252.0,290,1,350.99,111,350.99,0
14253.0,402,2,363.4,88,181.7,129
14254.0,342,1,601.03,263,601.03,0
14255.0,455,1,1000.63,1,1000.63,0
14256.0,169,5,2473.99,1171,494.79800000000006,434
14257.0,32,8,5580.57,2988,697.57125,524
14258.0,61,23,28767.68,15808,1250.7686956521738,584
14259.0,51,1,120.0,68,120.0,0
14260.0,380,3,824.28,544,274.76,77
14262.0,16,3,855.0,593,285.0,133
14263.0,332,1,322.93,171,322.93,0
14264.0,64,6,1517.36,553,252.89333333333332,456
14265.0,18,4,1373.35,715,343.3375,502
14266.0,337,1,40.56,24,40.56,0
14267.0,72,3,1516.24,530,505.41333333333336,97
14268.0,380,1,354.85,147,354.85,0
14269.0,348,1,295.73,123,295.73,0
14270.0,241,1,492.65,197,492.65,0
14271.0,135,2,219.13,149,109.565,183
14272.0,163,3,614.94,585,204.98,327
14273.0,45,3,450.05,196,150.01666666666668,106
14274.0,595,1,256.6,178,256.6,0
14275.0,305,6,1189.38,538,198.23,211
14276.0,8,7,2102.68,1406,300.3828571428571,561
14277.0,121,7,14647.04,88689,2092.434285714286,513
14278.0,319,1,205.83,131,205.83,0
14279.0,430,2,191.86,46,95.93,160
14280.0,106,1,134.04,52,134.04,0
14281.0,317,1,245.15,45,245.15,0
14282.0,19,19,6615.76,4610,348.1978947368421,552
14283.0,372,4,628.4399999999999,550,157.11,106
14284.0,563,1,704.4,349,704.4,0
14285.0,86,5,1380.31,415,276.062,554
14286.0,152,5,5901.09,6455,1180.218,492
14287.0,108,2,83.28,216,41.64,0
14288.0,122,1,426.6,188,426.6,0
14289.0,44,5,832.78,278,166.55599999999998,154
14290.0,271,4,2979.4700000000003,905,744.8675000000001,369
14291.0,30,19,6376.39,4875,335.5994736842105,610
14292.0,55,11,6944.53,2591,631.320909090909,485
14293.0,56,8,2960.78,1448,370.0975,582
14294.0,316,1,375.34,190,375.34,0
14295.0,348,4,2196.71,945,549.1775,292
14296.0,330,2,456.4,314,228.2,152
14297.0,184,1,232.6,78,232.6,0
14298.0,8,75,80849.7,89623,1077.996,629
14299.0,17,23,12971.01,7001,563.9569565217391,630
14301.0,26,4,1992.18,1686,498.045,549
14302.0,340,3,742.9000000000001,298,247.63333333333333,306
14303.0,316,2,277.94,218,138.97,27
14304.0,132,3,1725.01,775,575.0033333333333,348
14305.0,23,2,1048.45,582,524.225,21
14306.0,288,4,1058.0800000000002,990,264.52000000000004,298
14307.0,44,8,4383.2,3027,547.9,597
14308.0,458,2,1147.02,2,573.51,0
14309.0,3,9,3061.98,2150,340.22,457
14310.0,342,1,492.1,230,492.1,0
14311.0,152,2,516.45,235,258.225,324
14312.0,0,10,2525.89,1372,252.589,412
14314.0,16,2,229.8,332,114.9,324
14315.0,38,7,2266.84,1012,323.8342857142857,505
14316.0,331,5,1370.34,4494,274.068,208
14318.0,369,1,158.02,152,158.02,0
14319.0,333,1,494.85,329,494.85,0
14320.0,116,5,1346.75,713,269.35,480
14321.0,26,5,1587.96,2385,317.592,356
14322.0,338,4,474.1,158,118.525,230
14323.0,24,2,605.0600000000001,350,302.53000000000003,123
14324.0,319,2,701.61,402,350.805,283
14325.0,479,1,245.48,320,245.48,0
14326.0,151,3,940.98,572,313.66,290
14327.0,72,6,1894.93,1296,315.82166666666666,536
14328.0,347,1,445.05,1,445.05,0
14329.0,18,12,8397.41,5010,699.7841666666667,614
14330.0,533,1,200.63,103,200.63,0
14331.0,33,2,462.66,252,231.33,10
14332.0,57,3,1196.24,460,398.7466666666666,268
14334.0,3,11,4094.98,2852,372.2709090909091,475
14335.0,5,1,359.25,340,359.25,0
14336.0,107,3,1114.39,989,371.46333333333337,77
14338.0,70,3,928.1,622,309.3666666666667,375
14339.0,152,2,620.27,456,310.135,186
14340.0,128,1,134.7,58,134.7,0
14341.0,39,16,3424.56,2125,214.035,608
14342.0,46,4,669.62,350,167.405,335
14343.0,330,4,1088.91,631,272.2275,268
14344.0,36,20,3333.7000000000003,1669,166.685,498
14346.0,30,5,2315.75,1878,463.15,376
14347.0,646,1,82.6,48,82.6,0
14348.0,169,1,409.57,183,409.57,0
14350.0,183,3,972.03,543,324.01,155
14351.0,74,1,51.0,12,51.0,0
14352.0,66,4,1078.96,538,269.74,116
14353.0,124,3,376.5,344,125.5,216
14355.0,275,3,1014.45,709,338.15000000000003,261
14358.0,298,2,400.06,338,200.03,38
14360.0,4,1,1134.69,745,1134.69,0
14361.0,488,1,214.71,251,214.71,0
14363.0,311,2,227.47000000000003,105,113.735,49
14364.0,18,8,3717.35,1967,464.66875,102
14365.0,304,2,634.68,557,317.34,287
14366.0,434,1,136.0,16,136.0,0
14367.0,47,10,5448.45,2573,544.845,138
14368.0,229,1,155.0,36,155.0,0
14369.0,551,2,469.13,255,234.565,19
14370.0,360,6,1175.78,266,195.9633333333333,226
14371.0,204,1,100.5,34,100.5,0
14372.0,352,2,860.08,378,430.04,156
14373.0,267,1,76.55,17,76.55,0
14374.0,450,1,108.0,20,108.0,0
14375.0,94,3,1132.99,659,377.66333333333336,355
14376.0,592,1,215.46,50,215.46,0
14377.0,100,2,617.05,219,308.525,70
14378.0,531,1,131.25,57,131.25,0
14379.0,204,3,1031.79,549,343.93,184
14380.0,591,1,48.96,1,48.96,0
14381.0,360,1,428.66,307,428.66,0
14382.0,299,1,620.73,464,620.73,0
14383.0,73,1,242.09,201,242.09,0
14384.0,410,1,58.5,30,58.5,0
14386.0,206,1,142.4,54,142.4,0
14387.0,18,1,440.76,209,440.76,0
14388.0,0,14,5765.93,3808,411.8521428571429,597
14389.0,100,4,1165.69,848,291.4225,399
14390.0,53,8,3339.67,1514,417.45875,280
14391.0,486,1,135.6,168,135.6,0
14392.0,341,1,266.4,114,266.4,0
14393.0,127,1,67.95,13,67.95,0
14394.0,474,1,93.8,58,93.8,0
14395.0,87,17,6666.52,3351,392.1482352941177,422
14396.0,280,6,1744.29,836,290.715,366
14397.0,3,10,1036.12,764,103.612,119
14398.0,310,2,707.79,267,353.895,126
14399.0,303,8,2113.16,968,264.145,280
14400.0,58,3,1732.47,1706,577.49,482
14401.0,5,19,5823.8,5443,306.5157894736842,629
14402.0,561,1,285.6,240,285.6,0
14403.0,39,6,1880.51,737,313.4183333333333,508
14404.0,18,12,2772.31,1598,231.0258333333333,610
14405.0,296,1,195.0,100,195.0,0
14406.0,28,1,156.75,77,156.75,0
14407.0,16,6,2157.73,1415,359.62166666666667,169
14408.0,4,10,3801.55,2282,380.155,637
14409.0,32,8,3640.37,2331,455.04625,444
14410.0,1,11,2651.14,1377,241.0127272727273,344
